ORIGINAL_ITEM_NAME,RECOMENDED_ITEM_NAME,LIFT,COSINE_SIMILARITY
Sheba select slices gravy collctn 12x85g,Sheba fresh & fine fish in gravy 6x50g,9.259497,0.48247978
Sheba select slices gravy collctn 12x85g,Sheba fine flakes poultry collctn 12x85g,16.883197,0.45069665
Sheba select slices gravy collctn 12x85g,Sheba fine flakes fish selectn ij 12x85g,14.281105,0.414571
Sheba select slices gravy collctn 12x85g,Whiskas temptations chicken & cheese 60g,0.0,0.39920172
Heineken 15x440ml,Carling Lager 18x440ml,2.079803,0.33087197
Heineken 15x440ml,Budweiser 18x440ml,0.0,0.29953617
Heineken 15x440ml,Kronenbourg 1664 15x440ml,10.775076,0.28694803
Heineken 15x440ml,Fosters 18x440ml,2.748411,0.2467978
Felix AGAIL senior fish selectn 12x100g,Felix AGAIL d/delics fish selctn 12x100g,0.0,0.63582605
Felix AGAIL senior fish selectn 12x100g,Felix AGAIL vegetable selection 12x100g,12.301742,0.54355943
Felix AGAIL senior fish selectn 12x100g,Felix soup fish selection 6x48g,5.916226,0.5415195
Felix AGAIL senior fish selectn 12x100g,Felix AGAIL senior meat selectn 12x100g,45.829902,0.5365333
Hubbard's Peach Slices 411g,Hubbard'Orange Medium Cut Marmalade 454g,0.0,0.53486496
Hubbard's Peach Slices 411g,Hubbard's Strawberry Jam 454g,6.908274,0.507269
Hubbard's Peach Slices 411g,Hubbards Rice Pudding 400g,12.977448,0.5071546
Hubbard's Peach Slices 411g,Dole Peaches in Strawberry Jelly 4 x123g,0.0,0.48766896
Old Jamaica ginger beer 1.5L,Red Bull energy drink 4x250ml,1.387298,0.37172043
Old Jamaica ginger beer 1.5L,JS DIET INDIAN TONIC WATER 1L,0.0,0.31266403
Old Jamaica ginger beer 1.5L,JS Strawberry&Kiwi Still Water 4x500ml,0.0,0.28592852
Old Jamaica ginger beer 1.5L,Pepsi Max cherry 1.25L,0.0,0.26763788
Cadbury Delights Hazelnut 5pk 110g,Tassimo Cadburys Chocolate Pods 240g,0.0,0.47005662
Cadbury Delights Hazelnut 5pk 110g,Kellogg's Fruit n Fibre 375g,0.0,0.41653454
Cadbury Delights Hazelnut 5pk 110g,Activia Fibre Walnut & Oat Breakfast Gu,0.0,0.41036645
Cadbury Delights Hazelnut 5pk 110g,Kellogg's Special K Red Berries 500g,0.0,0.39954758
LITTLE ONES DRY FIT  6+EP 30,Winalot perfect portions pouches 40x100g,0.0,0.2962125
LITTLE ONES DRY FIT  6+EP 30,Felix goody bag seaside mix 200g,0.0,0.28624994
LITTLE ONES DRY FIT  6+EP 30,Swan Extra Slim Filter Tips X120,0.0,0.28133866
LITTLE ONES DRY FIT  6+EP 30,Felix goody bag seaside/ocean mix 60g,0.0,0.2804746
Catsan hygiene cat litter 10L,Catsan hygiene cat litter 20L,1.94376,0.65639865
Catsan hygiene cat litter 10L,Felight anti-bacterial cat litter 20L,0.0,0.49998665
Catsan hygiene cat litter 10L,Felight anti-bacterial cat litter 10L,2.457016,0.49306577
Catsan hygiene cat litter 10L,Stamford Street Cat Litter 10L,0.0,0.47517872
Js Frozen Chicken Liver Pots 250g,JS deli sticks chicken & liver x10 50g,0.0,0.46717903
Js Frozen Chicken Liver Pots 250g,JS chicken hotpot dinner 400g,0.0,0.43432978
Js Frozen Chicken Liver Pots 250g,JS Chicken Casserole 400g,0.0,0.43246204
Js Frozen Chicken Liver Pots 250g,JS Chicken Liver 400g,4.101418,0.4171077
Go Cat senior chicken rice & veg 750g,Purina One adult chicken & w/grains 800g,0.0,0.45555705
Go Cat senior chicken rice & veg 750g,Whiskas 1+ dry cat food chicken 800g,0.0,0.44092482
Go Cat senior chicken rice & veg 750g,Whiskas 1+ Cat Pouch Poultry jel 12x85g,2.129581,0.4101001
Go Cat senior chicken rice & veg 750g,Whiskas 7+ Cat Pouch Poultry JEL 12x85g,11.367747,0.4085409
Dickinson & Morris Single Pork Pie 140g,Pedigree meaty meals in jelly 6x385g,0.0,0.3609434
Dickinson & Morris Single Pork Pie 140g,Stamford St Large Pork Sausages 1kg,0.0,0.3575259
Dickinson & Morris Single Pork Pie 140g,JS Steak & Kidney Puff Pastry Pie 150g,0.0,0.34946376
Dickinson & Morris Single Pork Pie 140g,Sainsburys Brandy 70cl,0.0,0.34921518
Good Boy pigs in blankets 80g,Good Boy chewy lamb strips 80g,0.0,0.42581183
Good Boy pigs in blankets 80g,Good Boy chicken strips 100g,27.871047,0.4090436
Good Boy pigs in blankets 80g,Good Boy chewy chicken dumbbells 100g,30.643198,0.4078017
Good Boy pigs in blankets 80g,Good Boy chicken & calcium bones 100g,24.207616,0.4032305
Bernard Matthews Turkey Chunks 80g,JS 10 British beef slices 115g,3.641605,0.3756817
Bernard Matthews Turkey Chunks 80g,JS 10 British chicken breast slices 115g,2.276508,0.34894708
Bernard Matthews Turkey Chunks 80g,JS 4 boneless cooked chicken breast 480g,0.0,0.26079062
Gourmet Perle ocean delicacies 12x85g,Gourmet Gold ocean fish paté 85g,8.127135,0.49035347
Gourmet Perle ocean delicacies 12x85g,Felix goody bag seaside/ocean mix 60g,0.0,0.43406764
Gourmet Perle ocean delicacies 12x85g,Gourmet mon petit tuna/salmn/trout 6x50g,10.602457,0.41467887
Gourmet Perle ocean delicacies 12x85g,Felix AGAIL d/delics ocean 12x100g,5.228541,0.39566475
Whiskas 2-12mths Kit Pouch fish 12x85g,Whiskas 1+ Cat Pouch Fish jelly 40x85g,3.733905,0.6311927
Whiskas 2-12mths Kit Pouch fish 12x85g,Whiskas 7+ Cat Pouch fish jelly 12x85g,1.263485,0.61369145
Whiskas 2-12mths Kit Pouch fish 12x85g,Whiskas 1+ Cat Pouch Poultry jel 12x85g,6.102223,0.5537934
Whiskas 2-12mths Kit Pouch fish 12x85g,Whiskas 1+ Cat Pouch Poultry jel 40x85g,2.861458,0.5497261
SSTC Natural Yoghurt 500g,SSTC yoghurts 4x125g,4.432823,0.51548266
SSTC Natural Yoghurt 500g,Yeo Valley Natural Kefir Yoghurt 950g,0.0,0.45552695
SSTC Natural Yoghurt 500g,Activia Fibre Apple Cereals Breakfast G,0.0,0.3285043
SSTC Natural Yoghurt 500g,Activia Fibre Walnut & Oat Breakfast Gu,0.0,0.2316418
JS comn meat selectn in gravy 12x400g,JS comn meat selectn in jelly 12x400g,17.940505,0.57151383
JS comn meat selectn in gravy 12x400g,JS meaty strips beef x20 200g,5.676028,0.4947615
JS comn meat selectn in gravy 12x400g,JS deli sausages for dogs x8 60g,1.737068,0.49140462
JS comn meat selectn in gravy 12x400g,JS meaty strips chicken x20 200g,5.220822,0.47359654
Fixodent Dual Power 40g,Swan Extra Slim Filter Tips X120,0.0,0.16092838
Fixodent Dual Power 40g,Tena lady - extra duo pack x20,2.10639,0.15085593
Fixodent Dual Power 40g,JS Stamford Street Chips 1.5 kg,0.0,0.1423722
Fixodent Dual Power 40g,Thatchers Gold 10x440ml,0.0,0.14143997
Felix AGAIL d/delics fish selctn 12x100g,Felix AGAIL senior fish selectn 12x100g,12.211871,0.64500743
Felix AGAIL d/delics fish selctn 12x100g,Felix AGAIL d/delics ocean 12x100g,64.221738,0.5530408
Felix AGAIL d/delics fish selctn 12x100g,Felix AGAIL d/delics meaty 12x100g,52.583684,0.53833276
Felix AGAIL d/delics fish selctn 12x100g,Felix soup fish selection 6x48g,6.561176,0.5318394
KP Hula Hoops Original 12x24g,Walkers Squares Variety pack 12pk,1.606879,0.20405668
KP Hula Hoops Original 12x24g,Walkers Cheese&Onion 12pk,1.531253,0.15389612
KP Hula Hoops Original 12x24g,Walkers Variety 20pk,0.0,0.15051669
KP Hula Hoops Original 12x24g,KP Skips Prawn Cocktail 14x13.1g,2.123639,0.1501494
Kit Kat 2 Finger Dark Mint 9x20.7g,Kit Kat 2 Finger Caramel Multipack X9,0.0,0.5383914
Kit Kat 2 Finger Dark Mint 9x20.7g,Kit Kat 2 Finger White MPK 9x20.7g,5.770058,0.5081291
Kit Kat 2 Finger Dark Mint 9x20.7g,Kit Kat choc orange 2 finger 9 pack,16.220515,0.49973133
Kit Kat 2 Finger Dark Mint 9x20.7g,Kit Kat dark choc 2 finger 9pk,7.465303,0.49696282
JS Mini Pears 550g,JS Conference Pear Single,0.0,0.34747145
JS Mini Pears 550g,JS Royal Gala Apple single,0.0,0.23408294
JS Mini Pears 550g,JS Granny Smith Apples Single,0.0,0.22938341
JS Mini Pears 550g,JS Cox Apple Single,0.0,0.20137024
Hz Mushroom Soup 4 x 400g,Felix soup farm selection 6x48g,0.0,0.39189395
Hz Mushroom Soup 4 x 400g,Felix soup fish selection 6x48g,0.0,0.375562
Hz Mushroom Soup 4 x 400g,JS Stuffed Crust Pepperoni Pizza 424g,0.0,0.33325118
Hz Mushroom Soup 4 x 400g,"JS Pub Fish, Chips and Peas 450g",0.0,0.32953125
JS House Soave 75cl,JS House Malbec 225cl,2.982061,0.53456974
JS House Soave 75cl,JS Soft White Farmhouse 800g,0.0,0.5160526
JS House Soave 75cl,JS ADW Ultimate Lem 262g 20 washes,0.0,0.4865151
JS House Soave 75cl,JS Stamford Street Chips 1.5 kg,0.0,0.479926
Hartleys Raspberry NAS Multi 6x115g,Hubbards Orange Double Con NAS 750ml,1.256734,0.34164914
Hartleys Raspberry NAS Multi 6x115g,JS NAS Lime Quad 1.5L,0.0,0.31926847
Hartleys Raspberry NAS Multi 6x115g,Whiskas 1+ Cat Pouch Poultry jel 12x85g,1.972547,0.22318774
Hartleys Raspberry NAS Multi 6x115g,Whiskas 7+ Cat Pouch Poultry JEL 12x85g,0.0,0.22206664
JS Original Dry Cider 2lt,JS Original Dry Cider 4x440ml,41.243008,0.6492417
JS Original Dry Cider 2lt,JS DIET INDIAN TONIC WATER 1L,1.000049,0.35514146
JS Original Dry Cider 2lt,JS House Cabernet Sauvignon 225cl,6.497231,0.32560235
JS Original Dry Cider 2lt,JS House Sauvignon Blanc 75cl,3.421161,0.3152103
Kellogg's Wheats Apricot 500g,Kellogg's Fruit n Fibre 375g,1.474108,0.6330406
Kellogg's Wheats Apricot 500g,Kellogg's Special K Red Berries 500g,0.0,0.61080813
Kellogg's Wheats Apricot 500g,Kellogg's Just Right 500g,0.0,0.5534756
Kellogg's Wheats Apricot 500g,JS Corn Flakes 500g,0.0,0.39725253
JS recycled FSC wood cat litter 10L,JS anti-bac ultra clumping cat litter 8L,0.0,0.5367024
JS recycled FSC wood cat litter 10L,JS odour control cat litter 10L,2.44813,0.4781989
JS recycled FSC wood cat litter 10L,Felight anti-bacterial cat litter 20L,0.0,0.43756902
JS recycled FSC wood cat litter 10L,Felight anti-bacterial cat litter 10L,1.302842,0.43634024
JS Easy Peeler Single,Stamford Street Easy Peelers 600g,0.0,0.500166
JS Easy Peeler Single,JS twister with chicken & game x8 120g,0.0,0.38111192
JS Easy Peeler Single,JS CREAM CRACKER 300G,0.0,0.37405592
JS Easy Peeler Single,JS ORANGES SINGLE,2.340746,0.3595263
Stamford Street Cat Litter 10L,Catsan hygiene cat litter 20L,1.044077,0.50392234
Stamford Street Cat Litter 10L,Catsan hygiene cat litter 10L,0.0,0.4942453
Stamford Street Cat Litter 10L,Felight anti-bacterial cat litter 20L,2.051269,0.47242683
Stamford Street Cat Litter 10L,Felight anti-bacterial cat litter 10L,1.339614,0.46522596
JS Steak & Kidney Puff Pastry Pie 150g,"JS Pub Fish, Chips and Peas 450g",2.400792,0.38952538
JS Steak & Kidney Puff Pastry Pie 150g,JS Cheese & Onion Quiche 170g,2.309002,0.3122698
JS Steak & Kidney Puff Pastry Pie 150g,JS Cod in Parsley Sauce 400g,0.0,0.2746721
JS Steak & Kidney Puff Pastry Pie 150g,Stamford St Cheese and Onion Quiche 400g,2.4419,0.27072942
Dole Peaches in Strawberry Jelly 4 x123g,Hubbard's Peach Slices 411g,1.173968,0.46780986
Dole Peaches in Strawberry Jelly 4 x123g,Hubbard's Strawberry Jam 454g,0.0,0.46373037
Dole Peaches in Strawberry Jelly 4 x123g,Klg Spec K Peach & Apricot 360g,1.076435,0.4479769
Dole Peaches in Strawberry Jelly 4 x123g,Kellogg's Fruit n Fibre 375g,1.044725,0.44625595
JS senior comn with chicken & rice 2.5kg,JS training treats rich in chicken 125g,2.222588,0.5139878
JS senior comn with chicken & rice 2.5kg,JS comn for seniors meat in jelly 6x400g,18.361112,0.42739367
JS senior comn with chicken & rice 2.5kg,JS adult comn with chicken & veg 2.5kg,9.6693,0.4249879
JS senior comn with chicken & rice 2.5kg,JS adult comn with chicken & veg 5kg,0.0,0.4244039
FIXODENT ADHESIVE CREAM ORIGINAL 40G,JS CREAM CRACKER 300G,0.0,0.31749886
FIXODENT ADHESIVE CREAM ORIGINAL 40G,POLIGRIP FLV FREE DENT FIXATIVE CRM 40G,2.071895,0.24480845
FIXODENT ADHESIVE CREAM ORIGINAL 40G,SSTC SOFT CREAM CHEESE 200G,0.0,0.2421794
FIXODENT ADHESIVE CREAM ORIGINAL 40G,JS minty fresh dental sticks large 540g,1.442004,0.22270218
Stamford St 8 Wholemeal Tortilla Wraps,Stamford Street White Bread Medium 800g,2.510687,0.47463638
Stamford St 8 Wholemeal Tortilla Wraps,Stamford Street Wholemeal Medium 800g,5.762031,0.3980074
Stamford St 8 Wholemeal Tortilla Wraps,JS 6 Wholemeal Muffins,2.096326,0.26997042
JS 1+ comn fish selectn in jelly 6x400g,JS 1+ meat &fish selctn in jelly 48x100g,5.542546,0.58790255
JS 1+ comn fish selectn in jelly 6x400g,JS 1+ comn meat & fish in jelly 12x100g,4.603715,0.57877225
JS 1+ comn fish selectn in jelly 6x400g,JS 7+ meat&fish selctn in jelly 12x100g,2.560513,0.57283866
JS 1+ comn fish selectn in jelly 6x400g,JS 1+ comn meat selectn in jelly 6x400g,80.385235,0.5354364
Activia Fusion Blueberry 4x120g,Actimel Blueberry 8x100g,1.672072,0.4684766
Activia Fusion Blueberry 4x120g,ACTIVIA FUSIONS PRUNE YOGURT 4x120g,9.232766,0.45560282
Activia Fusion Blueberry 4x120g,Activia Fibre Apple Cereals Breakfast G,7.968321,0.41405332
Activia Fusion Blueberry 4x120g,BENECOL BLUEBERRY 6X67.5G,3.376582,0.38230002
JS RASPBERRY TURNOVERS 2X65G,JS 6 Wholemeal Muffins,0.0,0.3997386
JS RASPBERRY TURNOVERS 2X65G,JS deli tripe sticks x15 90g,0.0,0.39818406
JS RASPBERRY TURNOVERS 2X65G,JS biscuit rolls with beef 550g,0.0,0.38696557
JS RASPBERRY TURNOVERS 2X65G,JS snack pockets with chicken 65g,0.0,0.38446754
Wotsits 20pk,Mini Cheds Nibblies Cheese & Chive 6pk,0.0,0.24856368
Wotsits 20pk,Walkers Meaty 20pk,4.691725,0.23487125
Wotsits 20pk,KP Hula Hoops Original 12x24g,2.674025,0.22887129
Wotsits 20pk,Monster Munch Roast Beef 6pk,1.508111,0.2130518
Good Boy chewy lamb strips 80g,JS meaty strips beef x20 200g,4.306957,0.44018656
Good Boy chewy lamb strips 80g,Good Boy chicken strips 100g,57.123204,0.4209897
Good Boy chewy lamb strips 80g,JS meaty strips chicken x20 200g,2.714974,0.4088958
Good Boy chewy lamb strips 80g,Good Boy chewy chicken dumbbells 100g,24.02679,0.3966583
Young's Salmon Fillet Dinner 380g,JS chicken hotpot dinner 400g,33.858499,0.3557014
Young's Salmon Fillet Dinner 380g,JS Roast Lamb Dinner 400g,28.997863,0.3402471
Young's Salmon Fillet Dinner 380g,Stamford St Beef Burgers x8 397g,0.0,0.28587338
Young's Salmon Fillet Dinner 380g,Stamford St Large Pork Sausages 1kg,0.0,0.25574863
Whiskas 7+ complete chicken 1.9kg,Whiskas 1+ complete with chicken 1.9kg,0.0,0.61616445
Whiskas 7+ complete chicken 1.9kg,Whiskas 1+ dry cat food chicken 800g,0.0,0.5929817
Whiskas 7+ complete chicken 1.9kg,Whiskas 7+ Cat Pouch Poultry JEL 12x85g,11.528392,0.5577173
Whiskas 7+ complete chicken 1.9kg,Whiskas 1+ Cat Pouch Poultry jel 12x85g,3.322579,0.5539633
Caminada Malbec 75cl,JS House Cabernet Sauvignon 225cl,0.0,0.35277656
Caminada Malbec 75cl,JS House Sauvignon Blanc 75cl,3.685634,0.32902983
Caminada Malbec 75cl,Mini Cheds Nibblies Cheese & Chive 6pk,0.0,0.31469133
Caminada Malbec 75cl,Felight anti-bacterial cat litter 10L,0.0,0.3123443
TENA LADY MAXI NIGHT x6,TENA Lady Maxi Night x 12 Duo,0.0,0.6057751
TENA LADY MAXI NIGHT x6,Tena Lady Discreet Normal x16pc,2.820305,0.44771695
TENA LADY MAXI NIGHT x6,Tena lady - extra plus duo pack x16,26.366569,0.44322675
TENA LADY MAXI NIGHT x6,Tena lady - extra duo pack x20,5.729173,0.44123444
Kellogg's Just Right 500g,Kellogg's Wheats Apricot 500g,2.028828,0.64668816
Kellogg's Just Right 500g,Kellogg's Special K Red Berries 500g,0.0,0.6090475
Kellogg's Just Right 500g,Kellogg's Fruit n Fibre 375g,2.433016,0.602317
Kellogg's Just Right 500g,JS Corn Flakes 500g,0.0,0.4126068
JS Chicken Casserole 400g,"JS Pub Fish, Chips and Peas 450g",11.146875,0.41848537
JS Chicken Casserole 400g,Js Broccoli Chse/tomato Ind quiche 170g,0.0,0.37726054
JS Chicken Casserole 400g,JS Steak & Kidney Puff Pastry Pie 150g,2.101575,0.36751246
JS Chicken Casserole 400g,JS Cod in Parsley Sauce 400g,26.337809,0.36033672
Dreamies cat treats tuna salmon mix 60g,Dreamies cat treats salmon 60g,57.872787,0.67828053
Dreamies cat treats tuna salmon mix 60g,Dreamies cat treats beef 60g,74.636402,0.5603543
Dreamies cat treats tuna salmon mix 60g,Dreamies cat treats chicken 60g,47.795173,0.55226344
Dreamies cat treats tuna salmon mix 60g,Dreamies cat treats cheese 60g,42.589479,0.5445869
Kellogg's Special K Red Berries 500g,Kellogg's Fruit n Fibre 375g,1.07595,0.62542236
Kellogg's Special K Red Berries 500g,Kellogg's Wheats Apricot 500g,1.699971,0.60885596
Kellogg's Special K Red Berries 500g,Klg Spec K Red Berries 330g,1.347283,0.5518632
Kellogg's Special K Red Berries 500g,Kellogg's Just Right 500g,3.000651,0.5459411
TENA Lady Maxi Night x 12 Duo,TENA LADY MAXI NIGHT x6,30.880691,0.5088064
TENA Lady Maxi Night x 12 Duo,Tena lady - extra duo pack x20,11.157716,0.44712812
TENA Lady Maxi Night x 12 Duo,Tena lady - extra plus duo pack x16,21.990467,0.43426198
TENA Lady Maxi Night x 12 Duo,Tena Lady Discreet Normal x16pc,1.618877,0.36746013
JS BRITISH LARGE PORK SHOULDER JOINT CW,Stamford St Large Pork Sausages 1kg,1.164794,0.53560233
JS BRITISH LARGE PORK SHOULDER JOINT CW,JS small biscuit bones for dogs 800g,0.0,0.45614195
JS BRITISH LARGE PORK SHOULDER JOINT CW,JS deli sausages for dogs x8 60g,0.0,0.43941194
JS BRITISH LARGE PORK SHOULDER JOINT CW,JS dog biscuits bone selection 650g,0.0,0.41922066
Bio Catolet paper cat litter 12L,Felight anti-bacterial cat litter 20L,1.640724,0.42764992
Bio Catolet paper cat litter 12L,Felight anti-bacterial cat litter 10L,0.0,0.41802788
Bio Catolet paper cat litter 12L,Catsan hygiene cat litter 20L,2.117085,0.38390654
Bio Catolet paper cat litter 12L,JS recycled FSC wood cat litter 10L,3.416327,0.38122037
Purina One senior cat beef/chkn 8x85g,Purina One adult chicken & w/grains 800g,3.555264,0.5801025
Purina One senior cat beef/chkn 8x85g,Whiskas 1+ dry cat food chicken 800g,0.0,0.4714396
Purina One senior cat beef/chkn 8x85g,Go Cat senior chicken rice & veg 750g,5.364796,0.46949023
Purina One senior cat beef/chkn 8x85g,Whiskas 1+ Cat Pouch Poultry jel 40x85g,1.584944,0.4691221
JS deli tripe sticks x15 90g,JS minty fresh dental sticks large 540g,2.404234,0.41390136
JS deli tripe sticks x15 90g,JS minty fresh dental sticks medium 360g,5.502664,0.39672676
JS deli tripe sticks x15 90g,JS dental sticks for large dogs x14 540g,9.891968,0.37880528
JS deli tripe sticks x15 90g,JS dental sticks for small dogs x14 220g,5.358368,0.35721534
JS wildbird seed mix 750g,JS wildbird seed mix 4kg,2.987714,0.6558142
JS wildbird seed mix 750g,JS wildbird suet balls x10,31.192439,0.42524624
JS wildbird seed mix 750g,JS wildbird peanuts 750g,42.339797,0.4047118
JS wildbird seed mix 750g,JS snack pockets with chicken 65g,1.79718,0.40119886
SSTC Grapes 500g,JS House Sauvignon Blanc 75cl,0.0,0.43624237
SSTC Grapes 500g,JS House Cabernet Sauvignon 225cl,0.0,0.43014967
SSTC Grapes 500g,JS Large Kiwi Fruit,0.0,0.4119115
SSTC Grapes 500g,JS WS Mulled Wine 75cl,0.0,0.40356985
Wotsits Crunchy Cheese,Mini Cheds Nibblies Cheese & Chive 6pk,0.0,0.4055946
Wotsits Crunchy Cheese,DORITOS TANGY CHEESE 5pk,1.502202,0.36403206
Wotsits Crunchy Cheese,Walkers Cheese&Onion 12pk,0.0,0.34007853
Wotsits Crunchy Cheese,WALKERS QUAVERS CHEESE 12x16g,0.0,0.30161104
Stamford Street Co. Carrots 1kg,Stamford Street Mixed Vegetables 1kg,2.339543,0.5810801
Stamford Street Co. Carrots 1kg,Stamford Street Oranges x5,1.880478,0.52944434
Stamford Street Co. Carrots 1kg,Stamford Street Peas 850g,2.726782,0.521352
Stamford Street Co. Carrots 1kg,Stamford Street Mayonnaise 500ml,5.063622,0.51541495
Whiskas 1+ dry cat food chicken 800g,Whiskas 1+ Cat Pouch Poultry jel 12x85g,23.438578,0.5867203
Whiskas 1+ dry cat food chicken 800g,Whiskas 1+ Cat Pouch Poultry jel 40x85g,7.649297,0.58476347
Whiskas 1+ dry cat food chicken 800g,Whiskas 7+ Cat Pouch Poultry JEL 12x85g,4.234681,0.57024384
Whiskas 1+ dry cat food chicken 800g,Whiskas 1+ complete with chicken 1.9kg,0.0,0.5259805
Felix soup farm selection 6x48g,Felix soup fish selection 6x48g,119.433222,0.6002331
Felix soup farm selection 6x48g,Felix AGAIL vegetable selection 12x100g,6.299806,0.518305
Felix soup farm selection 6x48g,Felix goody bag mixed grill 60g,0.0,0.44601083
Felix soup farm selection 6x48g,Felix goody bag seaside mix 200g,0.0,0.43913206
Panadol Extra Advance x14,Panadol Extra soluble x24,5.085585,0.43469334
Panadol Extra Advance x14,Panadol Advance tablets x16,7.032476,0.40907228
Panadol Extra Advance x14,Butcher's tripe loaf recipes 12x400g,0.0,0.30485594
Panadol Extra Advance x14,Swan Extra Slim Filter Tips X120,0.0,0.29954383
Peroni Nastro Azzurro 620ml,Peroni 18x330ml,5.506108,0.24560538
Peroni Nastro Azzurro 620ml,Birra Moretti Can 10x330ml,0.0,0.23878631
Peroni Nastro Azzurro 620ml,Birra Moretti 660ml,54.23473,0.20380709
Peroni Nastro Azzurro 620ml,Carling Lager 18x440ml,1.091599,0.18764204
Nestle Dolce Gusto Flat White 187.20g,Nescafe Dolce Gusto Cafe Au Lait 160g,27.900271,0.38775927
Nestle Dolce Gusto Flat White 187.20g,Nescafe Dolce Gusto Americano 128g,0.0,0.36804616
Nestle Dolce Gusto Flat White 187.20g,Nescafe Dolce Gusto Cappuccino x8 186g,18.846513,0.3477411
Nestle Dolce Gusto Flat White 187.20g,Tassimo Cadburys Chocolate Pods 240g,0.0,0.3051654
Pepsi Max cherry 1.25L,Pepsi Max Cherry 24x330ml,3.006898,0.5738102
Pepsi Max cherry 1.25L,Diet Pepsi Caffeine Free 2L,1.922434,0.4188149
Pepsi Max cherry 1.25L,JS Strawberry&Kiwi Still Water 4x500ml,2.007419,0.32963145
Pepsi Max cherry 1.25L,Old Jamaica ginger beer 1.5L,0.0,0.30683064
Felix goody bag original/party mix 200g,Felix goody bag seaside mix 200g,0.0,0.57225084
Felix goody bag original/party mix 200g,Felix goody bag mixed grill 60g,0.0,0.57107306
Felix goody bag original/party mix 200g,Felix goody bag seaside/ocean mix 60g,0.0,0.5251429
Felix goody bag original/party mix 200g,Felix mixed selection jelly 40x100g,6.347473,0.3950808
JS ADW Ultimate Lem 262g 20 washes,JS WS Mulled Wine 75cl,0.0,0.35264575
JS ADW Ultimate Lem 262g 20 washes,JS deli tripe sticks x15 90g,1.074323,0.35235265
JS ADW Ultimate Lem 262g 20 washes,JS snack pockets with salmon 65g,0.0,0.34491208
JS ADW Ultimate Lem 262g 20 washes,JS Soft White Farmhouse 800g,0.0,0.34111443
Nescafe Dolce Gusto Americano 128g,Nescafe Dolce Gusto Cafe Au Lait 160g,19.308951,0.4916069
Nescafe Dolce Gusto Americano 128g,Nescafe Dolce Gusto Cappuccino x8 186g,12.610271,0.43771523
Nescafe Dolce Gusto Americano 128g,Nescafe Cafe Irish Cream Latte 158g,0.0,0.38594654
Nescafe Dolce Gusto Americano 128g,NESCAFE ORIGINAL COFFEE 300G,0.0,0.35314304
JS Comfort Pad Long Plus x8,TENA Lady Discreet Normal Pads x12,0.0,0.35589892
JS Comfort Pad Long Plus x8,Always Discreet Sensitv Bladder Pad L+ 8,8.732289,0.30612198
JS Comfort Pad Long Plus x8,Tena lady - extra plus duo pack x16,2.604973,0.21060997
JS Comfort Pad Long Plus x8,Tena lady - extra duo pack x20,2.252579,0.19390184
Daily's Oats 1kg,Kellogg's Wheats Apricot 500g,0.0,0.37309533
Daily's Oats 1kg,Kellogg's Special K Red Berries 500g,0.0,0.36740005
Daily's Oats 1kg,Kellogg's Fruit n Fibre 375g,0.0,0.35336205
Daily's Oats 1kg,Kellogg's Just Right 500g,0.0,0.29806614
McVities Gold Bars 7pk,McVitie's Club Salted Caramel x7,4.483488,0.47266725
McVities Gold Bars 7pk,McVitie's Club  Mint x7,3.085606,0.4540172
McVities Gold Bars 7pk,McVitie's Club Orange Chocolate Biscuit,2.395265,0.44898286
McVities Gold Bars 7pk,Stamford Street Digestive Biscuits 400g,1.117561,0.27369636
Nescafe DG Latte Macchiato Pods x16,Nescafe Cafe Irish Cream Latte 158g,0.0,0.50778353
Nescafe DG Latte Macchiato Pods x16,NESCAFE ORIGINAL COFFEE 300G,0.0,0.484974
Nescafe DG Latte Macchiato Pods x16,Tassimo Cadburys Chocolate Pods 240g,0.0,0.43289316
Nescafe DG Latte Macchiato Pods x16,Nescafe Dolce Gusto Cafe Au Lait 160g,9.5343,0.4203929
Kit Kat 2 Finger Caramel Multipack X9,Kit Kat choc orange 2 finger 9 pack,13.308096,0.56400824
Kit Kat 2 Finger Caramel Multipack X9,Kit Kat 2 Finger White MPK 9x20.7g,12.345566,0.5368378
Kit Kat 2 Finger Caramel Multipack X9,Kit Kat 2 Finger Dark Mint 9x20.7g,12.902551,0.5278207
Kit Kat 2 Finger Caramel Multipack X9,Kit Kat dark choc 2 finger 9pk,3.011822,0.5197283
TENA LADY EXTRA X10,Tena lady - extra duo pack x20,5.207826,0.5779068
TENA LADY EXTRA X10,Tena lady - extra plus duo pack x16,6.309326,0.5718265
TENA LADY EXTRA X10,Tena Lady Discreet Normal x16pc,4.845319,0.49166954
TENA LADY EXTRA X10,TENA Lady Maxi Night x 12 Duo,6.924078,0.48046657
JS log bones with chicken x2 200g,JS mini log bones with chicken x4 180g,38.397446,0.7076447
JS log bones with chicken x2 200g,JS mini log bones with chicken 200g,20.361136,0.7029593
JS log bones with chicken x2 200g,JS small biscuit bones for dogs 800g,5.517937,0.5595554
JS log bones with chicken x2 200g,JS dog biscuits bone selection 650g,9.810435,0.49865034
Stamford Street Houmous 200g,Stamford Street White Bread Medium 800g,2.226093,0.50229347
Stamford Street Houmous 200g,Stamford Street Wholemeal Medium 800g,2.56904,0.50113946
Stamford Street Houmous 200g,Stamford Street Mayonnaise 500ml,2.930837,0.46238273
Stamford Street Houmous 200g,Stamford Street Peas 850g,2.440455,0.44811583
